seqn,svy_day,in_weekday,drank_water,drday,if_winter,age,gender,pir
40594,2,weekday,has drank water,3,in winter,17,Female,2.6500001
40595,1,weekday,has drank water,3,in winter,34,Female,4.6599998
40595,2,weekday,has drank water,2,in winter,34,Female,4.6599998
40596,1,weekday,has drank water,4,not in winter,44,Male,.27000001
40596,2,,,,not in winter,44,Male,.27000001
40597,1,weekend,has drank water,7,in winter,42,Male,.44
40597,2,weekday,has drank water,4,in winter,42,Male,.44
40598,1,weekday,has drank water,3,not in winter,69,Female,.68000001
40598,2,weekday,has drank water,2,not in winter,69,Female,.68000001
40599,1,weekend,has drank water,7,not in winter,71,Female,3.4100001
40599,2,weekend,has drank water,1,not in winter,71,Female,3.4100001
40600,1,weekend,has drank water,7,in winter,1,Male,.94999999
40600,2,weekend,has drank water,1,in winter,1,Male,.94999999
40601,1,weekend,has drank water,7,not in winter,6,Male,
40601,2,weekday,has drank water,3,not in winter,6,Male,
40602,1,weekend,has drank water,7,in winter,27,Female,3.3099999
40602,2,weekday,has drank water,2,in winter,27,Female,3.3099999
40603,1,weekday,,2,not in winter,11,Male,.52999997
40603,2,,,,not in winter,11,Male,.52999997
40604,1,weekday,not drank water,6,in winter,63,Female,1.49
40604,2,weekday,has drank water,3,in winter,63,Female,1.49
40605,1,weekday,has drank water,5,not in winter,39,Female,2.24
40605,2,weekday,has drank water,4,not in winter,39,Female,2.24
40606,1,weekend,has drank water,7,not in winter,57,Male,1.49
40606,2,weekday,has drank water,5,not in winter,57,Male,1.49
40607,1,weekday,has drank water,3,not in winter,40,Female,5
40607,2,weekend,has drank water,7,not in winter,40,Female,5
40608,1,,,,not in winter,49,Male,5
40608,2,,,,not in winter,49,Male,5
40609,1,,,,not in winter,32,Female,.44
40609,2,,,,not in winter,32,Female,.44
40610,1,weekday,has drank water,6,not in winter,23,Male,2.3699999
40610,2,,,,not in winter,23,Male,2.3699999
40612,1,weekday,has drank water,4,in winter,36,Male,.91000003
40612,2,weekday,has drank water,5,in winter,36,Male,.91000003
40613,1,weekday,not drank water,6,in winter,31,Male,3.3599999
40613,2,weekend,has drank water,7,in winter,31,Male,3.3599999
40614,1,weekend,has drank water,1,not in winter,70,Male,5
40614,2,weekday,has drank water,4,not in winter,70,Male,5
40615,1,weekend,has drank water,7,in winter,18,Female,
40615,2,weekday,has drank water,6,in winter,18,Female,
40616,1,weekday,has drank water,6,not in winter,6,Female,1.09
40616,2,weekend,has drank water,1,not in winter,6,Female,1.09
40617,1,weekend,has drank water,7,not in winter,36,Male,2.49
40617,2,weekend,has drank water,1,not in winter,36,Male,2.49
40618,1,weekday,not drank water,4,not in winter,16,Male,2.49
40618,2,weekend,not drank water,7,not in winter,16,Male,2.49
40619,1,weekend,has drank water,1,not in winter,9,Male,1.24
40619,2,weekday,has drank water,2,not in winter,9,Male,1.24
40620,1,,,,in winter,46,Male,
40620,2,,,,in winter,46,Male,
40621,1,weekday,not drank water,6,in winter,13,Female,.99000001
40621,2,weekday,not drank water,3,in winter,13,Female,.99000001
40622,1,weekday,has drank water,2,in winter,6,Male,2.1199999
40622,2,weekday,has drank water,4,in winter,6,Male,2.1199999
40623,1,weekend,has drank water,7,not in winter,17,Male,.41
40623,2,,,,not in winter,17,Male,.41
40624,1,weekend,not drank water,7,in winter,4,Female,1.09
40624,2,weekday,has drank water,4,in winter,4,Female,1.09
40625,1,weekday,has drank water,5,not in winter,7,Male,3.73
40625,2,weekend,has drank water,1,not in winter,7,Male,3.73
40626,1,weekday,has drank water,6,not in winter,0,Male,2.5999999
40626,2,weekday,has drank water,2,not in winter,0,Male,2.5999999
40627,1,weekend,has drank water,1,in winter,2,Male,1.9299999
40627,2,,,,in winter,2,Male,1.9299999
40628,1,weekend,has drank water,1,in winter,1,Female,1.08
40628,2,weekday,has drank water,6,in winter,1,Female,1.08
40629,1,weekend,has drank water,1,not in winter,0,Male,5
40629,2,weekday,has drank water,4,not in winter,0,Male,5
40630,1,weekend,not drank water,7,not in winter,20,Male,2.22
40630,2,weekday,not drank water,2,not in winter,20,Male,2.22
40631,1,weekday,has drank water,6,in winter,5,Male,1.39
40631,2,,,,in winter,5,Male,1.39
40632,1,weekend,has drank water,1,in winter,13,Female,.94999999
40632,2,weekday,has drank water,2,in winter,13,Female,.94999999
40633,1,weekend,has drank water,7,in winter,51,Male,5
40633,2,,,,in winter,51,Male,5
40634,1,weekday,not drank water,6,not in winter,15,Female,.68000001
40634,2,weekday,not drank water,3,not in winter,15,Female,.68000001
40635,1,weekday,has drank water,4,in winter,9,Female,.79000002
40635,2,weekend,has drank water,1,in winter,9,Female,.79000002
40636,1,weekday,not drank water,4,not in winter,9,Female,3.5
40636,2,weekend,has drank water,7,not in winter,9,Female,3.5
40637,1,weekend,not drank water,7,not in winter,53,Male,4.2399998
40637,2,weekday,not drank water,4,not in winter,53,Male,4.2399998
40638,1,weekday,not drank water,5,in winter,2,Male,1.9
40638,2,weekend,not drank water,1,in winter,2,Male,1.9
40639,1,weekday,not drank water,2,not in winter,47,Male,5
40639,2,weekend,not drank water,1,not in winter,47,Male,5
40640,1,weekday,has drank water,2,not in winter,27,Male,2.8099999
40640,2,weekday,has drank water,3,not in winter,27,Male,2.8099999
40641,1,weekday,not drank water,6,not in winter,23,Male,4.0799999
40641,2,,,,not in winter,23,Male,4.0799999
40642,1,weekday,has drank water,6,not in winter,16,Male,.34
40642,2,weekday,not drank water,2,not in winter,16,Male,.34
40643,1,weekday,has drank water,3,in winter,67,Male,1.24
40643,2,weekday,has drank water,4,in winter,67,Male,1.24
40644,1,weekday,not drank water,5,not in winter,71,Male,.89999998
40644,2,weekend,not drank water,1,not in winter,71,Male,.89999998
40645,1,weekend,has drank water,1,not in winter,19,Male,5
40645,2,weekday,has drank water,5,not in winter,19,Male,5
40646,1,weekend,not drank water,7,not in winter,51,Male,1.59
40646,2,weekday,not drank water,6,not in winter,51,Male,1.59
40647,1,weekday,has drank water,6,in winter,16,Female,1.62
40647,2,weekday,has drank water,4,in winter,16,Female,1.62
40650,1,weekday,not drank water,2,in winter,18,Female,.31
40650,2,weekend,has drank water,1,in winter,18,Female,.31
40651,1,weekday,has drank water,4,in winter,21,Female,.050000001
40651,2,weekend,not drank water,7,in winter,21,Female,.050000001
40652,1,weekend,has drank water,7,in winter,2,Male,3.49
40652,2,weekday,has drank water,4,in winter,2,Male,3.49
40653,1,weekend,has drank water,7,not in winter,44,Female,.20999999
40653,2,weekday,not drank water,3,not in winter,44,Female,.20999999
40654,1,weekday,has drank water,4,not in winter,0,Female,1.46
40654,2,weekend,not drank water,1,not in winter,0,Female,1.46
40655,1,weekday,not drank water,2,not in winter,38,Male,2.5799999
40655,2,weekday,not drank water,6,not in winter,38,Male,2.5799999
40656,1,weekday,has drank water,2,not in winter,2,Male,2.8
40656,2,weekend,has drank water,1,not in winter,2,Male,2.8
40657,1,weekday,has drank water,5,not in winter,0,Female,5
40657,2,weekend,has drank water,1,not in winter,0,Female,5
40658,1,weekend,has drank water,1,in winter,69,Female,
40658,2,weekday,has drank water,5,in winter,69,Female,
40659,1,weekday,has drank water,6,in winter,33,Male,1.61
40659,2,weekend,has drank water,1,in winter,33,Male,1.61
40660,1,weekend,not drank water,1,not in winter,64,Male,2.27
40660,2,weekday,has drank water,2,not in winter,64,Male,2.27
40661,1,weekday,has drank water,2,not in winter,49,Female,3.6600001
40661,2,weekday,has drank water,6,not in winter,49,Female,3.6600001
40662,1,weekend,has drank water,7,not in winter,6,Female,1.77
40662,2,,,,not in winter,6,Female,1.77
40663,1,weekday,not drank water,6,not in winter,0,Male,
40663,2,weekday,not drank water,3,not in winter,0,Male,
40664,1,weekend,not drank water,1,in winter,22,Female,1.33
40664,2,weekday,has drank water,4,in winter,22,Female,1.33
40665,1,weekday,has drank water,4,in winter,8,Male,.79000002
40665,2,weekday,has drank water,2,in winter,8,Male,.79000002
40666,1,weekend,has drank water,1,in winter,5,Male,
40666,2,weekday,has drank water,4,in winter,5,Male,
40667,1,weekend,has drank water,1,not in winter,19,Male,3.1099999
40667,2,weekday,not drank water,4,not in winter,19,Male,3.1099999
40668,1,weekend,has drank water,1,in winter,5,Female,.44
40668,2,weekday,has drank water,3,in winter,5,Female,.44
40669,1,weekday,has drank water,5,not in winter,12,Male,3.6300001
40669,2,weekday,has drank water,2,not in winter,12,Male,3.6300001
40670,1,weekend,not drank water,7,in winter,17,Female,
40670,2,weekend,not drank water,1,in winter,17,Female,
40671,1,weekday,not drank water,6,not in winter,36,Male,3.03
40671,2,weekday,has drank water,3,not in winter,36,Male,3.03
40672,1,weekday,not drank water,2,not in winter,15,Female,2.71
40672,2,weekend,not drank water,1,not in winter,15,Female,2.71
40674,1,weekday,has drank water,5,in winter,37,Male,5
40674,2,,,,in winter,37,Male,5
40675,1,weekend,has drank water,1,not in winter,9,Male,5
40675,2,weekday,has drank water,2,not in winter,9,Male,5
40676,1,,,,in winter,60,Male,3.1800001
40676,2,,,,in winter,60,Male,3.1800001
40677,1,weekday,has drank water,3,not in winter,3,Female,1.1900001
40677,2,weekend,has drank water,1,not in winter,3,Female,1.1900001
40678,1,weekday,has drank water,4,not in winter,19,Female,5
40678,2,weekend,has drank water,1,not in winter,19,Female,5
40679,1,weekday,not drank water,6,not in winter,0,Female,.40000001
40679,2,weekday,not drank water,5,not in winter,0,Female,.40000001
40680,1,weekend,not drank water,7,not in winter,27,Female,4.7399998
40680,2,weekday,has drank water,4,not in winter,27,Female,4.7399998
40681,1,weekday,not drank water,6,in winter,32,Female,3.6199999
40681,2,weekend,has drank water,1,in winter,32,Female,3.6199999
40682,1,weekend,not drank water,1,in winter,6,Female,1.9400001
40682,2,weekday,has drank water,5,in winter,6,Female,1.9400001
40683,1,weekend,not drank water,1,in winter,57,Female,.91000003
40683,2,weekday,not drank water,5,in winter,57,Female,.91000003
40684,1,weekday,has drank water,4,in winter,54,Male,
40684,2,weekday,has drank water,3,in winter,54,Male,
40685,1,weekend,not drank water,1,in winter,38,Male,1.02
40685,2,weekend,not drank water,1,in winter,38,Male,1.02
40686,1,weekday,not drank water,6,in winter,28,Male,.81999999
40686,2,weekday,has drank water,2,in winter,28,Male,.81999999
40687,1,weekend,not drank water,7,not in winter,0,Male,4.0599999
40687,2,weekday,not drank water,2,not in winter,0,Male,4.0599999
40688,1,weekend,has drank water,1,not in winter,43,Male,1.37
40688,2,weekday,has drank water,4,not in winter,43,Male,1.37
40689,1,,,,not in winter,10,Male,.039999999
40689,2,,,,not in winter,10,Male,.039999999
40690,1,weekday,not drank water,6,not in winter,10,Male,.50999999
40690,2,weekday,has drank water,4,not in winter,10,Male,.50999999
40692,1,,,,not in winter,3,Male,1.86
40692,2,,,,not in winter,3,Male,1.86
40693,1,weekday,has drank water,6,in winter,34,Female,.67000002
40693,2,weekday,has drank water,4,in winter,34,Female,.67000002
40694,1,weekend,not drank water,7,not in winter,26,Female,1.7
40694,2,weekend,has drank water,1,not in winter,26,Female,1.7
40696,1,weekend,not drank water,7,not in winter,15,Female,.95999998
40696,2,,,,not in winter,15,Female,.95999998
40697,1,weekday,has drank water,4,in winter,44,Male,
40697,2,weekday,has drank water,3,in winter,44,Male,
40698,1,weekday,has drank water,6,not in winter,9,Female,2.1099999
40698,2,weekday,has drank water,4,not in winter,9,Female,2.1099999
40699,1,weekday,has drank water,4,not in winter,10,Female,1.86
40699,2,weekend,has drank water,1,not in winter,10,Female,1.86
40700,1,weekend,has drank water,7,in winter,51,Female,1.48
40700,2,weekday,has drank water,3,in winter,51,Female,1.48
40701,1,weekday,has drank water,6,not in winter,31,Female,1.14
40701,2,weekday,has drank water,4,not in winter,31,Female,1.14
40702,1,weekend,has drank water,1,not in winter,49,Male,5
40702,2,weekday,has drank water,2,not in winter,49,Male,5
40703,1,weekend,has drank water,7,in winter,62,Male,5
40703,2,weekday,has drank water,3,in winter,62,Male,5
40704,1,weekday,has drank water,6,in winter,17,Male,1.78
40704,2,weekday,not drank water,2,in winter,17,Male,1.78
40705,1,weekday,has drank water,6,in winter,72,Male,1.12
40705,2,weekend,has drank water,1,in winter,72,Male,1.12
40706,1,weekend,has drank water,1,in winter,23,Female,.27000001
40706,2,weekday,has drank water,2,in winter,23,Female,.27000001
40707,1,weekend,has drank water,7,not in winter,22,Female,1.55
40707,2,weekday,has drank water,4,not in winter,22,Female,1.55
40708,1,weekend,,1,not in winter,4,Male,.60000002
40708,2,,,,not in winter,4,Male,.60000002
40709,1,weekday,has drank water,5,in winter,17,Female,2.2
40709,2,weekday,has drank water,2,in winter,17,Female,2.2
40710,1,weekday,has drank water,5,not in winter,17,Male,1.16
40710,2,weekday,has drank water,4,not in winter,17,Male,1.16
40711,1,weekday,has drank water,6,in winter,68,Male,.83999997
40711,2,weekday,has drank water,4,in winter,68,Male,.83999997
40712,1,weekend,not drank water,7,not in winter,11,Male,1.7
40712,2,weekday,not drank water,3,not in winter,11,Male,1.7
40713,1,weekend,has drank water,7,in winter,15,Female,3.3199999
40713,2,weekday,not drank water,3,in winter,15,Female,3.3199999
40714,1,weekend,has drank water,7,in winter,42,Female,4.8699999
40714,2,weekday,has drank water,6,in winter,42,Female,4.8699999
40715,1,weekend,not drank water,1,in winter,12,Male,1.4400001
40715,2,weekend,has drank water,7,in winter,12,Male,1.4400001
40716,1,weekend,not drank water,1,not in winter,18,Female,.93000001
40716,2,weekday,not drank water,4,not in winter,18,Female,.93000001
40717,1,weekday,has drank water,2,in winter,74,Female,.69
40717,2,weekend,has drank water,1,in winter,74,Female,.69
40718,1,weekday,not drank water,6,in winter,82,Male,1.5599999
40718,2,weekday,not drank water,3,in winter,82,Male,1.5599999
40719,1,weekend,not drank water,7,not in winter,5,Male,2.4100001
40719,2,weekday,not drank water,4,not in winter,5,Male,2.4100001
40720,1,weekend,has drank water,7,not in winter,20,Female,4.2600002
40720,2,weekday,not drank water,5,not in winter,20,Female,4.2600002
40721,1,weekday,not drank water,3,in winter,41,Male,.44
40721,2,weekday,not drank water,4,in winter,41,Male,.44
40722,1,weekend,not drank water,7,not in winter,6,Male,1.59
40722,2,weekday,not drank water,6,not in winter,6,Male,1.59
40724,1,weekend,has drank water,7,not in winter,11,Female,3.6500001
40724,2,weekday,has drank water,3,not in winter,11,Female,3.6500001
40725,1,weekend,has drank water,1,not in winter,40,Male,1.92
40725,2,weekend,has drank water,1,not in winter,40,Male,1.92
40726,1,weekday,not drank water,5,not in winter,48,Male,5
40726,2,weekday,not drank water,2,not in winter,48,Male,5
40727,1,weekday,has drank water,4,not in winter,16,Male,1.16
40727,2,weekend,not drank water,1,not in winter,16,Male,1.16
40728,1,weekday,not drank water,5,not in winter,2,Male,5
40728,2,weekday,has drank water,2,not in winter,2,Male,5
40729,1,weekend,not drank water,7,not in winter,23,Male,2.8900001
40729,2,,,,not in winter,23,Male,2.8900001
40730,1,weekend,has drank water,1,in winter,2,Female,1.54
40730,2,weekday,not drank water,3,in winter,2,Female,1.54
40731,1,weekend,has drank water,7,in winter,10,Male,2.51
40731,2,weekday,has drank water,4,in winter,10,Male,2.51
40732,1,,,,not in winter,84,Male,.83999997
40732,2,,,,not in winter,84,Male,.83999997
40733,1,weekday,has drank water,5,in winter,5,Male,1.01
40733,2,weekend,has drank water,1,in winter,5,Male,1.01
40734,1,weekend,has drank water,1,in winter,19,Male,1.78
40734,2,weekday,not drank water,6,in winter,19,Male,1.78
40736,1,weekday,has drank water,5,in winter,85,Male,
40736,2,weekend,has drank water,1,in winter,85,Male,
40737,1,weekday,has drank water,2,not in winter,63,Female,5
40737,2,weekday,has drank water,6,not in winter,63,Female,5
40738,1,weekday,has drank water,6,in winter,2,Female,1.23
40738,2,weekday,not drank water,2,in winter,2,Female,1.23
40739,1,weekend,has drank water,7,not in winter,44,Female,5
40739,2,weekday,not drank water,4,not in winter,44,Female,5
40740,1,weekend,not drank water,7,in winter,17,Female,.47
40740,2,weekday,has drank water,3,in winter,17,Female,.47
40741,1,weekend,has drank water,7,not in winter,18,Male,1.95
40741,2,weekday,has drank water,6,not in winter,18,Male,1.95
40742,1,weekday,not drank water,4,in winter,11,Female,2.3099999
40742,2,weekday,has drank water,2,in winter,11,Female,2.3099999
